"Participant","Illusion_Type","Trial","RT","Error","Illusion_Strength","Illusion_Difference"
"S13","Ebbinghaus",21,0.839,0,2.1,0.56
"S13","Ebbinghaus",23,0.872,1,1.4,0.08
"S13","Ebbinghaus",26,1.042,1,1.4,0.32
"S13","Ebbinghaus",29,0.76,0,0.7,0.32
"S13","Ebbinghaus",32,0.908,0,2.1,0.8
"S13","Ebbinghaus",36,0.69,0,0.7,0.56
"S13","Ebbinghaus",38,0.719,0,0.7,0.8
"S13","Ebbinghaus",40,0.81,0,2.1,0.8
"S13","Ebbinghaus",42,0.919,0,2.1,0.56
"S13","Ebbinghaus",45,0.813,1,2.1,0.08
"S13","Ebbinghaus",52,0.717,0,1.4,0.8
"S13","Ebbinghaus",55,0.71,0,1.4,0.56
"S13","Ebbinghaus",56,0.827,0,0.7,0.32
"S13","Ponzo",1,1.081,0,16.6666666666667,0.4
"S13","Ponzo",4,1.114,1,25,0.16
"S13","Ponzo",6,0.677,0,8.33333333333334,0.4
"S13","Ponzo",7,0.975,0,25,0.4
"S13","Ponzo",10,1.2,1,25,0.04
"S13","Ponzo",11,1.457,1,8.33333333333334,0.04
"S13","Ponzo",14,1.177,0,16.6666666666667,0.16
"S13","Ponzo",15,1.136,0,8.33333333333334,0.4
"S13","Ponzo",20,1.129,0,16.6666666666667,0.16
"S13","Ponzo",22,1.032,1,16.6666666666667,0.04
"S13","Ponzo",23,1.285,0,25,0.28
"S13","Ponzo",26,1.061,0,8.33333333333334,0.28
"S13","Ponzo",27,1.461,0,8.33333333333334,0.04
"S13","Ponzo",28,1.037,0,16.6666666666667,0.28
"S13","Ponzo",31,1.813,0,25,0.28
"S13","Ponzo",37,0.983,0,8.33333333333334,0.28
"S13","Ponzo",44,1.76,1,25,0.04
"S13","Ponzo",45,1.203,0,8.33333333333334,0.16
"S13","Ponzo",48,1.669,1,16.6666666666667,0.04
"S13","Ponzo",50,1.148,0,25,0.16
"S13","Ponzo",51,1.135,0,16.6666666666667,0.28
"S13","Ponzo",54,1.046,0,16.6666666666667,0.4
"S13","Ponzo",55,1.217,0,8.33333333333334,0.16
"S13","Ponzo",56,1.234,0,25,0.4
"S13","Delboeuf",3,1.215,1,2.1,0.08
"S13","Delboeuf",4,1.32,0,1.4,0.56
"S13","Delboeuf",5,1.457,1,0.7,0.08
"S13","Delboeuf",8,1.415,1,2.1,0.08
"S13","Delboeuf",10,1.194,1,1.4,0.08
"S13","Delboeuf",11,0.924,0,1.4,0.8
"S13","Delboeuf",17,1.161,0,0.7,0.32
"S13","Delboeuf",18,1.04,0,0.7,0.8
"S13","Delboeuf",21,0.94,0,0.7,0.32
"S13","Delboeuf",23,1.306,0,1.4,0.32
"S13","Delboeuf",25,0.959,0,2.1,0.8
"S13","Delboeuf",26,0.788,0,1.4,0.56
"S13","Delboeuf",27,0.859,0,0.7,0.56
"S13","Delboeuf",31,0.711,0,1.4,0.8
"S13","Delboeuf",32,0.963,1,0.7,0.08
"S13","Delboeuf",33,0.753,0,1.4,0.32
"S13","Delboeuf",35,0.816,0,2.1,0.8
"S13","Delboeuf",37,1.5,0,2.1,0.32
"S13","Delboeuf",39,0.838,0,2.1,0.56
"S13","Delboeuf",43,1.246,1,1.4,0.08
"S13","Delboeuf",44,1.783,0,2.1,0.56
"S13","Delboeuf",45,0.66,0,0.7,0.8
"S13","Delboeuf",48,1.256,0,2.1,0.32
"S13","Delboeuf",51,1.145,0,0.7,0.56
"S13","Vertical-Horizontal",1,1.453,1,60,0.03
"S13","Vertical-Horizontal",2,1.256,0,30,0.21
"S13","Vertical-Horizontal",3,1.531,1,30,0.03
"S13","Vertical-Horizontal",7,1.198,1,60,0.21
"S13","Vertical-Horizontal",9,0.893,1,30,0.03
"S13","Vertical-Horizontal",10,1.007,0,60,0.3
"S13","Vertical-Horizontal",11,1.341,0,30,0.12
"S13","Vertical-Horizontal",12,1.236,1,60,0.21
"S13","Vertical-Horizontal",13,1.39,0,90,0.3
"S13","Vertical-Horizontal",15,0.975,0,90,0.12
"S13","Vertical-Horizontal",16,1.202,1,30,0.12
"S13","Vertical-Horizontal",20,0.945,1,90,0.03
"S13","Vertical-Horizontal",22,0.954,1,60,0.12
"S13","Vertical-Horizontal",30,0.917,1,60,0.12
"S13","Vertical-Horizontal",32,0.717,0,90,0.3
"S13","Vertical-Horizontal",33,1.25,0,90,0.03
"S13","Vertical-Horizontal",34,0.821,0,30,0.3
"S13","Vertical-Horizontal",37,0.879,0,90,0.21
"S13","Vertical-Horizontal",42,0.752,0,90,0.21
"S13","Vertical-Horizontal",44,0.752,0,90,0.12
"S13","Vertical-Horizontal",46,0.652,0,30,0.3
"S13","Vertical-Horizontal",47,1.003,0,60,0.3
"S13","Vertical-Horizontal",49,1.359,1,60,0.03
"S13","Vertical-Horizontal",51,0.938,0,30,0.21
"S13","Müller-Lyer",1,1.228,0,33.3333333333333,0.5
"S13","Müller-Lyer",3,1.189,0,16.6666666666667,0.5
"S13","Müller-Lyer",5,1.451,0,50,0.5
"S13","Müller-Lyer",7,1.097,0,33.3333333333333,0.35
"S13","Müller-Lyer",10,1.237,0,33.3333333333333,0.2
"S13","Müller-Lyer",12,0.65,1,50,0.05
"S13","Müller-Lyer",14,0.988,0,50,0.35
"S13","Müller-Lyer",16,0.97,1,33.3333333333333,0.05
"S13","Müller-Lyer",17,1.395,0,50,0.35
"S13","Müller-Lyer",18,1.763,0,33.3333333333333,0.05
"S13","Müller-Lyer",21,0.796,0,16.6666666666667,0.5
"S13","Müller-Lyer",22,1.625,0,16.6666666666667,0.2
"S13","Müller-Lyer",29,0.949,1,16.6666666666667,0.2
"S13","Müller-Lyer",30,0.856,0,50,0.5
"S13","Müller-Lyer",33,0.823,1,16.6666666666667,0.05
"S13","Müller-Lyer",40,0.98,0,33.3333333333333,0.35
"S13","Müller-Lyer",41,0.972,0,50,0.2
"S13","Müller-Lyer",42,1.204,0,33.3333333333333,0.2
"S13","Müller-Lyer",43,0.884,1,50,0.05
"S13","Müller-Lyer",44,1.21,0,50,0.2
"S13","Müller-Lyer",48,1.259,0,16.6666666666667,0.05
"S13","Müller-Lyer",51,0.882,0,16.6666666666667,0.35
"S13","Müller-Lyer",54,1.144,0,33.3333333333333,0.5
"S13","Müller-Lyer",56,1.281,1,16.6666666666667,0.35
"S13","Vertical-Horizontal",1,0.975,0,90,0.12
"S13","Vertical-Horizontal",5,0.659,0,90,0.3
"S13","Vertical-Horizontal",7,0.864,1,30,0.12
"S13","Vertical-Horizontal",8,0.698,0,30,0.3
"S13","Vertical-Horizontal",10,0.73,1,60,0.21
"S13","Vertical-Horizontal",12,0.652,1,60,0.21
"S13","Vertical-Horizontal",16,0.552,1,60,0.12
"S13","Vertical-Horizontal",19,0.557,1,60,0.03
"S13","Vertical-Horizontal",20,1.037,0,90,0.3
"S13","Vertical-Horizontal",22,0.547,1,90,0.03
"S13","Vertical-Horizontal",26,0.762,0,60,0.3
"S13","Vertical-Horizontal",28,0.479,1,60,0.03
"S13","Vertical-Horizontal",31,0.475,1,30,0.03
"S13","Vertical-Horizontal",32,1.223,1,30,0.12
"S13","Vertical-Horizontal",33,1.089,1,90,0.12
"S13","Vertical-Horizontal",34,0.534,0,30,0.3
"S13","Vertical-Horizontal",39,0.582,1,60,0.12
"S13","Vertical-Horizontal",41,0.567,0,30,0.21
"S13","Vertical-Horizontal",46,0.695,0,30,0.21
"S13","Vertical-Horizontal",47,0.64,0,60,0.3
"S13","Vertical-Horizontal",48,0.745,1,90,0.21
"S13","Vertical-Horizontal",50,0.699,1,30,0.03
"S13","Vertical-Horizontal",53,0.949,1,90,0.03
"S13","Vertical-Horizontal",55,1.131,0,90,0.21
"S13","Delboeuf",1,1.51,0,2.1,0.8
"S13","Delboeuf",6,0.868,1,1.4,0.32
"S13","Delboeuf",9,0.702,1,0.7,0.08
"S13","Delboeuf",10,0.418,0,1.4,0.8
"S13","Delboeuf",11,0.675,1,2.1,0.08
"S13","Delboeuf",14,0.669,0,0.7,0.32
"S13","Delboeuf",15,0.767,0,0.7,0.32
"S13","Delboeuf",17,0.59,0,2.1,0.56
"S13","Delboeuf",18,0.443,0,0.7,0.8
"S13","Delboeuf",20,0.753,0,0.7,0.56
"S13","Delboeuf",23,0.684,0,1.4,0.08
"S13","Delboeuf",27,0.433,0,0.7,0.8
"S13","Delboeuf",29,0.473,0,1.4,0.8
"S13","Delboeuf",30,1.016,1,2.1,0.08
"S13","Delboeuf",33,0.79,1,1.4,0.08
"S13","Delboeuf",37,0.383,0,2.1,0.8
"S13","Delboeuf",39,0.813,0,1.4,0.56
"S13","Delboeuf",41,0.586,0,0.7,0.56
"S13","Delboeuf",44,1.215,0,0.7,0.08
"S13","Delboeuf",47,0.694,0,2.1,0.32
"S13","Delboeuf",48,0.895,0,1.4,0.56
"S13","Delboeuf",50,0.726,1,2.1,0.32
"S13","Delboeuf",51,0.643,0,2.1,0.56
"S13","Delboeuf",53,0.673,0,1.4,0.32
"S13","Müller-Lyer",1,1.296,0,16.6666666666667,0.05
"S13","Müller-Lyer",7,0.553,1,16.6666666666667,0.05
"S13","Müller-Lyer",10,0.518,1,33.3333333333333,0.5
"S13","Müller-Lyer",12,0.698,1,50,0.2
"S13","Müller-Lyer",13,1.042,1,33.3333333333333,0.05
"S13","Müller-Lyer",15,0.922,0,50,0.5
"S13","Müller-Lyer",16,0.936,0,33.3333333333333,0.35
"S13","Müller-Lyer",19,1.399,0,33.3333333333333,0.2
"S13","Müller-Lyer",22,1.04,0,50,0.35
"S13","Müller-Lyer",25,1.135,0,16.6666666666667,0.35
"S13","Müller-Lyer",26,1.59,0,50,0.2
"S13","Müller-Lyer",27,0.954,0,16.6666666666667,0.5
"S13","Müller-Lyer",28,1.18,0,16.6666666666667,0.2
"S13","Müller-Lyer",31,1.923,1,16.6666666666667,0.2
"S13","Müller-Lyer",32,0.674,0,16.6666666666667,0.5
"S13","Müller-Lyer",33,0.88,0,16.6666666666667,0.35
"S13","Müller-Lyer",35,0.662,1,50,0.05
"S13","Müller-Lyer",37,1.267,0,50,0.35
"S13","Müller-Lyer",42,1.086,0,33.3333333333333,0.35
"S13","Müller-Lyer",43,1.186,0,33.3333333333333,0.5
"S13","Müller-Lyer",49,0.935,0,50,0.5
"S13","Müller-Lyer",53,0.61,1,33.3333333333333,0.2
"S13","Müller-Lyer",54,0.649,1,50,0.05
"S13","Müller-Lyer",55,0.967,1,33.3333333333333,0.05
"S13","Ebbinghaus",2,1.024,1,1.4,0.08
"S13","Ebbinghaus",5,1.326,1,0.7,0.08
"S13","Ebbinghaus",7,1.373,0,0.7,0.56
"S13","Ebbinghaus",8,1.119,0,0.7,0.32
"S13","Ebbinghaus",10,0.664,1,2.1,0.08
"S13","Ebbinghaus",13,0.726,0,0.7,0.8
"S13","Ebbinghaus",18,1.017,1,1.4,0.56
"S13","Ebbinghaus",19,0.748,0,1.4,0.56
"S13","Ebbinghaus",20,0.613,0,0.7,0.56
"S13","Ebbinghaus",24,0.91,1,2.1,0.08
"S13","Ebbinghaus",27,0.737,0,1.4,0.8
"S13","Ebbinghaus",29,0.676,0,2.1,0.8
"S13","Ebbinghaus",31,0.649,1,2.1,0.32
"S13","Ebbinghaus",33,1.007,1,2.1,0.56
"S13","Ebbinghaus",36,1.417,0,1.4,0.8
"S13","Ebbinghaus",41,0.868,1,0.7,0.08
"S13","Ebbinghaus",44,1.102,0,0.7,0.32
"S13","Ebbinghaus",45,0.551,1,1.4,0.08
"S13","Ebbinghaus",47,0.456,0,2.1,0.56
"S13","Ebbinghaus",48,0.987,1,1.4,0.32
"S13","Ebbinghaus",49,0.973,1,1.4,0.32
"S13","Ebbinghaus",50,0.912,0,2.1,0.8
"S13","Ebbinghaus",52,1.034,1,2.1,0.32
"S13","Ebbinghaus",54,1.131,0,0.7,0.8
"S13","Ponzo",2,1.37,1,8.33333333333334,0.04
"S13","Ponzo",3,1.21,0,25,0.16
"S13","Ponzo",7,0.714,0,16.6666666666667,0.28
"S13","Ponzo",11,1.285,0,25,0.28
"S13","Ponzo",15,0.78,0,8.33333333333334,0.28
"S13","Ponzo",16,0.918,1,25,0.04
"S13","Ponzo",18,1.116,0,16.6666666666667,0.16
"S13","Ponzo",19,0.679,0,8.33333333333334,0.16
"S13","Ponzo",20,2.021,1,16.6666666666667,0.04
"S13","Ponzo",22,0.592,0,8.33333333333334,0.4
"S13","Ponzo",23,0.58,0,8.33333333333334,0.28
"S13","Ponzo",24,0.715,0,16.6666666666667,0.4
"S13","Ponzo",26,1.358,0,16.6666666666667,0.16
"S13","Ponzo",29,1.047,0,25,0.4
"S13","Ponzo",30,1.257,1,16.6666666666667,0.04
"S13","Ponzo",31,0.691,0,16.6666666666667,0.28
"S13","Ponzo",41,0.716,0,16.6666666666667,0.4
"S13","Ponzo",42,0.872,0,25,0.4
"S13","Ponzo",43,1.249,1,25,0.16
"S13","Ponzo",46,1.022,0,8.33333333333334,0.4
"S13","Ponzo",51,1.193,0,25,0.28
"S13","Ponzo",52,1.095,0,8.33333333333334,0.16
"S13","Ponzo",53,1.613,1,25,0.04
"S13","Ponzo",56,1.667,1,8.33333333333334,0.04
"S14","Ebbinghaus",3,3.13,0,0.7,0.08
"S14","Ebbinghaus",4,1.141,0,1.4,0.56
"S14","Ebbinghaus",6,2.245,1,1.4,0.08
"S14","Ebbinghaus",9,2.938,0,0.7,0.32
"S14","Ebbinghaus",12,0.845,0,1.4,0.8
"S14","Ebbinghaus",14,1.008,1,2.1,0.32
"S14","Ebbinghaus",17,2.177,0,1.4,0.56
"S14","Ebbinghaus",19,0.594,0,2.1,0.32
"S14","Ebbinghaus",24,0.599,0,0.7,0.8
"S14","Ebbinghaus",27,1.012,0,0.7,0.56
"S14","Ebbinghaus",28,0.831,1,1.4,0.08
"S14","Ebbinghaus",32,1.033,0,1.4,0.8
"S14","Ebbinghaus",33,0.71,1,2.1,0.08
"S14","Ebbinghaus",34,1.472,1,0.7,0.08
"S14","Ebbinghaus",35,0.516,0,0.7,0.32
"S14","Ebbinghaus",37,3.347,0,2.1,0.56
"S14","Ebbinghaus",42,2.045,1,1.4,0.32
"S14","Ebbinghaus",44,0.883,0,0.7,0.56
"S14","Ebbinghaus",45,2.112,0,2.1,0.56
"S14","Ebbinghaus",50,1.465,1,2.1,0.08
"S14","Ebbinghaus",51,1.023,0,2.1,0.8
"S14","Ebbinghaus",52,1.05,0,0.7,0.8
"S14","Ebbinghaus",55,1.691,1,1.4,0.32
"S14","Ebbinghaus",56,1.751,0,2.1,0.8
"S14","Müller-Lyer",1,1.608,0,33.3333333333333,0.35
"S14","Müller-Lyer",9,0.632,1,16.6666666666667,0.05
"S14","Müller-Lyer",11,0.817,0,16.6666666666667,0.5
"S14","Müller-Lyer",12,1.392,0,33.3333333333333,0.5
"S14","Müller-Lyer",14,2.002,0,16.6666666666667,0.35
"S14","Müller-Lyer",18,0.527,0,16.6666666666667,0.35
"S14","Müller-Lyer",20,0.615,1,16.6666666666667,0.05
"S14","Müller-Lyer",21,0.592,1,33.3333333333333,0.35
"S14","Müller-Lyer",22,0.838,1,16.6666666666667,0.2
"S14","Müller-Lyer",24,0.774,1,50,0.35
"S14","Müller-Lyer",25,1.335,1,33.3333333333333,0.5
"S14","Müller-Lyer",26,1.485,1,33.3333333333333,0.05
"S14","Müller-Lyer",32,0.576,1,33.3333333333333,0.2
"S14","Müller-Lyer",33,0.61,1,33.3333333333333,0.2
"S14","Müller-Lyer",35,0.577,1,50,0.05
"S14","Müller-Lyer",38,0.599,1,50,0.2
"S14","Müller-Lyer",39,0.56,1,33.3333333333333,0.05
"S14","Müller-Lyer",40,1.007,1,16.6666666666667,0.2
"S14","Müller-Lyer",42,0.512,0,16.6666666666667,0.5
"S14","Müller-Lyer",45,0.66,1,50,0.2
"S14","Müller-Lyer",46,0.518,1,50,0.35
"S14","Müller-Lyer",49,0.593,1,50,0.05
"S14","Müller-Lyer",52,0.645,1,50,0.5
"S14","Müller-Lyer",54,0.595,1,50,0.5
"S14","Vertical-Horizontal",2,1.109,0,30,0.21
"S14","Vertical-Horizontal",3,1.617,0,90,0.3
"S14","Vertical-Horizontal",8,0.988,0,60,0.3
"S14","Vertical-Horizontal",9,1.188,0,60,0.3
"S14","Vertical-Horizontal",11,2.312,0,90,0.12
"S14","Vertical-Horizontal",14,1.223,0,30,0.03
"S14","Vertical-Horizontal",15,0.914,0,90,0.21
"S14","Vertical-Horizontal",17,0.934,0,30,0.21
"S14","Vertical-Horizontal",21,0.664,0,30,0.3
"S14","Vertical-Horizontal",23,0.583,1,90,0.21
"S14","Vertical-Horizontal",27,0.593,1,60,0.03
"S14","Vertical-Horizontal",28,0.608,0,60,0.21
"S14","Vertical-Horizontal",29,1.144,0,60,0.21
"S14","Vertical-Horizontal",31,1.256,1,90,0.03
"S14","Vertical-Horizontal",32,0.883,1,90,0.03
"S14","Vertical-Horizontal",33,0.715,0,90,0.3
"S14","Vertical-Horizontal",35,0.62,0,30,0.12
"S14","Vertical-Horizontal",40,0.992,0,30,0.12
"S14","Vertical-Horizontal",41,1.416,0,60,0.12
"S14","Vertical-Horizontal",44,0.653,0,30,0.03
"S14","Vertical-Horizontal",47,0.665,1,60,0.03
"S14","Vertical-Horizontal",52,1.009,1,90,0.12
"S14","Vertical-Horizontal",53,0.732,0,30,0.3
"S14","Vertical-Horizontal",54,3.611,0,60,0.12
"S14","Ponzo",3,1.069,0,8.33333333333334,0.28
"S14","Ponzo",4,1.948,0,25,0.28
"S14","Ponzo",9,2.223,1,25,0.04
"S14","Ponzo",12,0.916,0,8.33333333333334,0.28
"S14","Ponzo",13,1.598,0,8.33333333333334,0.04
"S14","Ponzo",18,1.986,0,25,0.4
"S14","Ponzo",19,1.198,0,16.6666666666667,0.4
"S14","Ponzo",20,0.666,0,16.6666666666667,0.4
"S14","Ponzo",22,1.041,0,8.33333333333334,0.4
"S14","Ponzo",25,1.403,0,25,0.4
"S14","Ponzo",30,1.659,0,8.33333333333334,0.04
"S14","Ponzo",35,1.403,1,25,0.04
"S14","Ponzo",39,1.354,1,16.6666666666667,0.04
"S14","Ponzo",41,0.764,0,16.6666666666667,0.28
"S14","Ponzo",43,0.765,0,8.33333333333334,0.16
"S14","Ponzo",44,0.628,1,16.6666666666667,0.04
"S14","Ponzo",46,1.797,0,16.6666666666667,0.28
"S14","Ponzo",47,2.415,0,25,0.16
"S14","Ponzo",49,0.899,0,16.6666666666667,0.16
"S14","Ponzo",50,1.242,0,16.6666666666667,0.16
"S14","Ponzo",51,1.696,1,25,0.16
"S14","Ponzo",53,0.991,0,25,0.28
"S14","Ponzo",54,1.21,0,8.33333333333334,0.16
"S14","Ponzo",55,0.937,0,8.33333333333334,0.4
"S14","Delboeuf",10,1.069,1,0.7,0.32
"S14","Delboeuf",12,0.933,1,1.4,0.32
"S14","Delboeuf",13,1.164,1,2.1,0.8
"S14","Delboeuf",14,0.522,0,0.7,0.8
"S14","Delboeuf",17,0.974,1,0.7,0.32
"S14","Delboeuf",18,0.801,1,2.1,0.32
"S14","Delboeuf",20,0.768,1,2.1,0.56
"S14","Delboeuf",21,0.745,1,1.4,0.08
"S14","Delboeuf",22,0.957,1,1.4,0.32
"S14","Delboeuf",23,1.168,1,1.4,0.8
"S14","Delboeuf",24,1.061,0,1.4,0.8
"S14","Delboeuf",27,0.995,1,2.1,0.8
"S14","Delboeuf",28,1.003,1,0.7,0.08
"S14","Delboeuf",30,0.899,1,1.4,0.08
"S14","Delboeuf",32,1.962,1,1.4,0.56
"S14","Delboeuf",36,2.734,0,0.7,0.8
"S14","Delboeuf",43,3.603,0,2.1,0.56
"S14","Delboeuf",45,1.276,1,2.1,0.32
"S14","Delboeuf",47,1.785,1,2.1,0.08
"S14","Delboeuf",48,1.377,1,2.1,0.08
"S14","Delboeuf",49,2.131,0,0.7,0.56
"S14","Delboeuf",51,2.272,0,0.7,0.56
"S14","Delboeuf",52,1.325,0,1.4,0.56
"S14","Delboeuf",56,0.823,1,0.7,0.08
"S14","Müller-Lyer",1,1.884,0,50,0.5
"S14","Müller-Lyer",2,0.669,0,16.6666666666667,0.5
"S14","Müller-Lyer",3,0.903,0,16.6666666666667,0.5
"S14","Müller-Lyer",9,2.469,0,50,0.35
"S14","Müller-Lyer",12,0.589,1,50,0.2
"S14","Müller-Lyer",16,1.895,0,33.3333333333333,0.35
"S14","Müller-Lyer",18,0.606,1,50,0.05
"S14","Müller-Lyer",19,0.677,1,33.3333333333333,0.2
"S14","Müller-Lyer",22,2.887,0,16.6666666666667,0.2
"S14","Müller-Lyer",26,1.475,1,16.6666666666667,0.05
"S14","Müller-Lyer",28,0.573,1,33.3333333333333,0.05
"S14","Müller-Lyer",29,0.73,1,16.6666666666667,0.35
"S14","Müller-Lyer",33,0.759,0,33.3333333333333,0.5
"S14","Müller-Lyer",40,1.462,1,16.6666666666667,0.05
"S14","Müller-Lyer",41,1.03,0,33.3333333333333,0.5
"S14","Müller-Lyer",43,2.201,0,16.6666666666667,0.2
"S14","Müller-Lyer",46,1.297,1,50,0.05
"S14","Müller-Lyer",47,1.302,0,50,0.5
"S14","Müller-Lyer",49,1.994,0,50,0.35
"S14","Müller-Lyer",50,0.778,1,33.3333333333333,0.05
"S14","Müller-Lyer",51,1.178,0,33.3333333333333,0.35
"S14","Müller-Lyer",54,3.317,0,33.3333333333333,0.2
"S14","Müller-Lyer",55,0.668,0,16.6666666666667,0.35
"S14","Müller-Lyer",56,0.577,1,50,0.2
"S14","Delboeuf",3,3.061,0,0.7,0.32
"S14","Delboeuf",9,1.314,0,1.4,0.8
"S14","Delboeuf",10,4.041,1,0.7,0.08
"S14","Delboeuf",12,1.751,0,2.1,0.56
"S14","Delboeuf",13,2.557,0,2.1,0.8
"S14","Delboeuf",14,1.554,0,0.7,0.32
"S14","Delboeuf",15,0.957,1,2.1,0.32
"S14","Delboeuf",17,1.552,0,2.1,0.8
"S14","Delboeuf",22,0.919,0,0.7,0.56
"S14","Delboeuf",23,1.382,0,2.1,0.56
"S14","Delboeuf",24,1.985,0,1.4,0.56
"S14","Delboeuf",28,1.17,0,0.7,0.8
"S14","Delboeuf",33,3.506,1,1.4,0.08
"S14","Delboeuf",37,1.106,0,1.4,0.32
"S14","Delboeuf",40,1.754,0,0.7,0.56
"S14","Delboeuf",41,1.938,1,2.1,0.08
"S14","Delboeuf",42,1.527,0,1.4,0.8
"S14","Delboeuf",46,0.979,0,0.7,0.8
"S14","Delboeuf",47,1.07,1,2.1,0.08
"S14","Delboeuf",48,3.3,0,0.7,0.08
"S14","Delboeuf",50,1.784,0,1.4,0.56
"S14","Delboeuf",51,2.737,0,2.1,0.32
"S14","Delboeuf",52,4.127,0,1.4,0.08
"S14","Delboeuf",53,2.028,1,1.4,0.32
"S14","Vertical-Horizontal",2,0.791,0,60,0.12
"S14","Vertical-Horizontal",3,0.613,0,60,0.21
"S14","Vertical-Horizontal",4,1.195,0,30,0.12
"S14","Vertical-Horizontal",9,0.662,0,30,0.3
"S14","Vertical-Horizontal",12,2.607,1,60,0.03
"S14","Vertical-Horizontal",13,0.806,0,60,0.3
"S14","Vertical-Horizontal",14,1.297,0,60,0.12
"S14","Vertical-Horizontal",22,0.7,0,90,0.3
"S14","Vertical-Horizontal",23,3.934,1,90,0.03
"S14","Vertical-Horizontal",24,0.694,0,90,0.12
"S14","Vertical-Horizontal",25,0.892,0,90,0.21
"S14","Vertical-Horizontal",26,1.064,0,90,0.03
"S14","Vertical-Horizontal",39,0.609,0,30,0.03
"S14","Vertical-Horizontal",40,0.493,1,30,0.03
"S14","Vertical-Horizontal",41,0.664,0,60,0.21
"S14","Vertical-Horizontal",42,1.727,0,60,0.03
"S14","Vertical-Horizontal",44,0.586,0,90,0.3
"S14","Vertical-Horizontal",45,0.621,0,30,0.21
"S14","Vertical-Horizontal",46,0.653,0,30,0.12
"S14","Vertical-Horizontal",47,0.71,0,30,0.21
"S14","Vertical-Horizontal",48,0.651,0,60,0.3
"S14","Vertical-Horizontal",50,0.621,0,90,0.21
"S14","Vertical-Horizontal",51,0.868,0,90,0.12
"S14","Vertical-Horizontal",53,0.565,0,30,0.3
"S14","Ponzo",1,1.267,1,8.33333333333334,0.28
"S14","Ponzo",2,1.368,0,16.6666666666667,0.28
"S14","Ponzo",4,2.896,0,25,0.28
"S14","Ponzo",9,1.477,1,8.33333333333334,0.04
"S14","Ponzo",10,0.577,0,16.6666666666667,0.16
"S14","Ponzo",11,0.891,0,8.33333333333334,0.4
"S14","Ponzo",13,0.604,0,16.6666666666667,0.4
"S14","Ponzo",16,0.916,0,16.6666666666667,0.4
"S14","Ponzo",18,1.44,0,25,0.28
"S14","Ponzo",19,4.283,1,25,0.16
"S14","Ponzo",21,1.182,0,8.33333333333334,0.04
"S14","Ponzo",23,0.569,1,16.6666666666667,0.04
"S14","Ponzo",24,1.081,0,16.6666666666667,0.04
"S14","Ponzo",28,1.034,0,16.6666666666667,0.28
"S14","Ponzo",29,0.712,0,8.33333333333334,0.16
"S14","Ponzo",32,0.975,1,16.6666666666667,0.16
"S14","Ponzo",34,0.816,0,8.33333333333334,0.28
"S14","Ponzo",37,0.547,1,25,0.04
"S14","Ponzo",38,0.543,1,25,0.04
"S14","Ponzo",48,1.102,0,25,0.16
"S14","Ponzo",49,0.972,0,25,0.4
"S14","Ponzo",52,0.831,0,8.33333333333334,0.16
"S14","Ponzo",53,1.365,0,25,0.4
"S14","Ponzo",55,0.714,0,8.33333333333334,0.4
"S14","Ebbinghaus",1,1.508,1,2.1,0.32
"S14","Ebbinghaus",4,2.399,0,0.7,0.08
"S14","Ebbinghaus",7,0.828,1,1.4,0.08
"S14","Ebbinghaus",8,1.983,0,1.4,0.32
"S14","Ebbinghaus",12,0.975,0,0.7,0.32
"S14","Ebbinghaus",16,1.244,0,2.1,0.56
"S14","Ebbinghaus",17,0.764,0,0.7,0.56
"S14","Ebbinghaus",18,1.326,0,2.1,0.8
"S14","Ebbinghaus",23,0.776,0,2.1,0.8
"S14","Ebbinghaus",24,3.962,0,1.4,0.32
"S14","Ebbinghaus",25,0.888,1,2.1,0.08
"S14","Ebbinghaus",26,0.728,1,2.1,0.08
"S14","Ebbinghaus",28,0.781,0,0.7,0.8
"S14","Ebbinghaus",32,0.779,0,1.4,0.8
"S14","Ebbinghaus",33,0.578,0,0.7,0.8
"S14","Ebbinghaus",38,0.858,0,0.7,0.56
"S14","Ebbinghaus",39,1.062,0,0.7,0.32
"S14","Ebbinghaus",40,0.537,0,2.1,0.56
"S14","Ebbinghaus",43,2.484,0,1.4,0.56
"S14","Ebbinghaus",44,1.103,0,1.4,0.56
"S14","Ebbinghaus",49,1.417,1,2.1,0.32
"S14","Ebbinghaus",51,0.917,0,1.4,0.8
"S14","Ebbinghaus",52,2.449,1,0.7,0.08
"S14","Ebbinghaus",54,0.817,1,1.4,0.08
"S15","Müller-Lyer",1,1.467,1,33.3333333333333,0.2
"S15","Müller-Lyer",2,0.85,0,16.6666666666667,0.5
"S15","Müller-Lyer",5,0.667,0,16.6666666666667,0.35
"S15","Müller-Lyer",6,0.95,1,50,0.2
"S15","Müller-Lyer",7,0.567,1,50,0.05
"S15","Müller-Lyer",8,1.317,1,16.6666666666667,0.05
"S15","Müller-Lyer",10,0.517,1,50,0.2
"S15","Müller-Lyer",12,0.7,0,50,0.5
"S15","Müller-Lyer",16,0.55,1,33.3333333333333,0.05
"S15","Müller-Lyer",17,0.483,1,50,0.35
"S15","Müller-Lyer",20,0.767,0,50,0.35
"S15","Müller-Lyer",24,0.5,0,16.6666666666667,0.35
"S15","Müller-Lyer",25,0.55,1,33.3333333333333,0.2
"S15","Müller-Lyer",27,0.667,0,33.3333333333333,0.35
